ACCIDENT_NO,NODE_ID,COMPLEX_INT_NO
T20130008883,263870,9617
T20130008904,40679,9032
T20130008906,15434,7840
T20130008911,37702,5596
T20130008925,41936,5879
T20130008942,37295,9451
T20130008945,41848,6114
T20130008963,232964,5771
T20130008977,12930,9710
T20130009006,259925,7709
T20130009045,50193,7821
T20130009091,66687,5484
T20130009102,195,6438
T20130009121,35436,9484
T20130009161,45841,8730
T20130009173,250528,9601
T20130009180,41867,5992
T20130009212,268848,9715
T20130009234,249,9522
T20130009260,57484,9583
T20130009313,37175,9562
T20130009359,43655,6720
T20130009365,44982,9233
T20130009378,225346,8967
T20130009394,35262,7730
T20130009396,40942,5674
T20130009405,54123,1025
T20130009434,54916,100779
T20130009439,36529,6475
T20130009445,245408,6759
T20130009487,43431,6976
T20130009574,229693,9626
T20130009578,127,8920
T20130009633,55090,7705
T20130009650,228688,6291
T20130009662,49694,7632
T20130009741,38477,5048
T20130009767,29763,6735
T20130009819,263228,3194
T20130009830,39747,5164
T20130009834,91640,5558
T20130009869,43286,6690
T20130009937,46709,5362
T20130009938,39933,8971
T20130009942,36138,6452
T20130009951,45344,9144
T20130009973,35690,1170
T20130009994,51149,3190
T20130010005,35379,7785
T20130010084,38859,8726
T20130010101,917,6908
T20130010105,56873,9044
T20130010114,41392,6110
T20130010135,35737,6772
T20130010148,60791,102897
T20130010168,10592,1000
T20130010182,42744,6382
T20130010224,29879,101537
T20130010227,241586,4309
T20130010230,35537,5881
T20130010240,29816,9249
T20130010242,42746,6367
T20130010247,29748,6728
T20130010253,260341,6077
T20130010256,254604,6308
T20130010287,41415,101219
T20130010288,42078,6230
T20130010297,930,6851
T20130010304,40140,9699
T20130010330,46543,1004
T20130010336,1323,8786
T20130010348,35323,5258
T20130010349,44047,8928
T20130010358,47401,5243
T20130010382,44603,8864
T20130010394,37962,9095
T20130010407,36599,8681
T20130010433,221373,8577
T20130010513,36160,6944
T20130010575,54305,2288
T20130010580,42026,6219
T20130010584,534,5290
T20130010595,43287,6699
T20130010634,38711,9314
T20130010641,35436,9484
T20130010643,61020,2398
T20130010655,30032,2342
T20130010714,41558,5937
T20130010722,278557,6821
T20130010747,34986,6805
T20130010750,37962,9095
T20130010812,66510,100807
T20130010816,221459,8786
T20130010829,64831,9311
T20130010889,40,6777
T20130010940,260649,5882
T20130010941,37597,9637
T20130010950,228138,8632
T20130010958,260713,8825
T20130010959,49662,7614
T20130010964,36287,9421
T20130010991,41910,5898
T20130011117,29877,6764
T20130011150,70241,6383
T20130011160,36210,9380
T20130011170,57573,6153
T20130011213,64253,101508
T20130011226,35308,9387
T20130011261,260955,5974
T20130011294,42239,6231
T20130011295,48289,9246
T20130011305,41224,6108
T20130011319,29755,8696
T20130011329,261720,6755
T20130011342,10581,6777
T20130011353,167,8678
T20130011358,40875,5470
T20130011365,260808,6143
T20130011369,40643,5481
T20130011396,29425,9516
T20130011418,56532,5963
T20130011423,330623,8549
T20130011426,55168,9431
T20130011432,66459,5428
T20130011486,231563,9521
T20130011515,36739,6636
T20130011516,260889,6554
T20130011542,261092,9187
T20130011575,36997,101916
T20130011578,260810,2418
T20130011584,45460,9232
T20130011597,236960,9380
T20130011601,36041,9255
T20130011615,40168,5744
T20130011626,62714,102543
T20130011629,43472,9021
T20130011656,713,6096
T20130011668,37764,8683
T20130011680,29998,2319
T20130011690,36208,9365
T20130011694,262301,6806
T20130011697,261406,9260
T20130011720,45130,9257
T20130011797,1016,6855
T20130011810,71079,7587
T20130011817,19446,4197
T20130011841,48120,5395
T20130011892,43933,6993
T20130011923,29464,9643
T20130011933,29592,9671
T20130011948,34021,5747
T20130011986,29474,5508
T20130012000,36321,6357
T20130012001,70759,6549
T20130012048,44621,8987
T20130012050,45118,9256
T20130012081,260989,6350
T20130012114,48134,102816
T20130012148,262554,7890
T20130012163,41991,6068
T20130012207,35436,9484
T20130012209,70841,6561
T20130012212,41364,6023
T20130012247,917,6908
T20130012265,41116,9710
T20130012305,33759,5868
T20130012353,47064,101365
T20130012364,261682,5328
T20130012374,38246,5149
T20130012377,57979,5834
T20130012381,934,6938
T20130012398,282480,6445
T20130012412,44983,9234
T20130012415,29387,9521
T20130012442,41712,6112
T20130012446,39844,5311
T20130012482,45130,9257
T20130012523,29743,7064
T20130012524,19462,4228
T20130012571,673,5963
T20130012573,72227,6968
T20130012591,40850,5496
T20130012645,45642,9282
T20130012661,84,5298
T20130012668,49073,5171
T20130012671,41366,6023
T20130012674,37471,9156
T20130012687,1246,9208
T20130012714,1323,8786
T20130012717,40143,9703
T20130012728,263324,9070
T20130012741,261304,6179
T20130012757,38607,9464
T20130012762,42157,6253
T20130012785,56172,101833
T20130012786,106,6921
T20130012804,42021,6214
T20130012819,45763,8921
T20130012839,49096,5028
T20130012847,732,5853
T20130012901,35432,5027
T20130012916,224606,6189
T20130012918,38608,8698
T20130012929,69382,6122
T20130012941,261397,4299
T20130012957,277173,7076
T20130012986,55539,9523
T20130012991,263605,5155
T20130013010,261288,5394
T20130013028,57933,9612
T20130013034,65170,5218
T20130013044,36321,6357
T20130013047,41001,5702
T20130013085,10592,1000
T20130013107,262819,4277
T20130013122,232505,6445
T20130013144,46948,5390
T20130013155,261399,101902
T20130013174,223351,6871
T20130013198,29700,6568
T20130013218,36189,8762
T20130013230,51141,3174
T20130013241,40317,5552
T20130013264,52110,1168
T20130013268,46956,5212
T20130013278,261339,9463
T20130013292,40910,5696
T20130013298,39320,5382
T20130013311,37911,9259
T20130013326,29748,6728
T20130013374,45819,5511
T20130013381,50179,7811
T20130013389,45819,5511
T20130013416,249380,8778
T20130013438,34518,9090
T20130013454,801,6326
T20130013459,223228,7780
T20130013462,169,9409
T20130013471,41830,5885
T20130013485,37962,9095
T20130013512,37763,5517
T20130013518,47356,8889
T20130013529,50047,7747
T20130013547,35408,9657
T20130013554,249,9522
T20130013582,53444,102883
T20130013607,38056,9111
T20130013654,57278,4091
T20130013662,1323,8786
T20130013676,45325,9216
T20130013690,1051,7176
T20130013692,70728,6546
T20130013697,50129,7785
T20130013753,264067,7626
T20130013832,52992,2394
T20130013901,41745,6126
T20130013919,37019,6704
T20130013931,38874,5396
T20130013943,232134,7202
T20130013953,261670,5806
T20130013957,37962,9095
T20130013984,44444,7687
T20130014024,283345,3271
T20130014044,37362,8831
T20130014055,278486,9736
T20130014058,1248,8779
T20130014064,42880,6387
T20130014075,263276,5947
T20130014162,41784,6061
T20130014171,61359,5014
T20130014175,929,6871
T20130014176,46942,6144
T20130014201,43747,8756
T20130014220,39758,5205
T20130014222,39785,5416
T20130014246,57918,5823
T20130014262,84,5298
T20130014329,59239,2075
T20130014340,24378,6762
T20130014389,40894,5585
T20130014406,243974,8839
T20130014428,261852,5654
T20130014458,40134,100452
T20130014472,32540,5943
T20130014477,38056,9111
T20130014493,162,5804
T20130014551,39255,101193
T20130014564,52865,2372
T20130014566,40612,5613
T20130014582,251374,6986
T20130014601,40787,9067
T20130014642,169,9409
T20130014651,42078,6230
T20130014716,45002,9241
T20130014751,60880,8517
T20130014768,43279,6676
T20130014799,221398,8661
T20130014806,17632,3147
T20130014814,266135,7770
T20130014840,22,9361
T20130014842,38220,8669
T20130014851,84,5298
T20130014861,262050,7870
T20130014879,57709,9515
T20130014902,10475,1028
T20130014933,261962,2291
T20130014950,29816,9249
T20130014967,71988,7714
T20130015015,48465,5436
T20130015033,46387,7716
T20130015049,42976,6376
T20130015051,43631,6666
T20130015058,49866,7705
T20130015077,243974,8839
T20130015113,40951,5523
T20130015181,29396,9434
T20130015215,44318,9754
T20130015230,29565,5378
T20130015272,42642,9007
T20130015305,19446,4197
T20130015312,37753,8690
T20130015354,41036,5733
T20130015371,262139,8036
T20130015426,36210,9380
T20130015476,29746,6662
T20130015489,36782,6652
T20130015506,478,5278
T20130015511,1311,8708
T20130015518,20827,1220
T20130015520,37143,9550
T20130015522,29746,6662
T20130015542,230235,5966
T20130015572,37529,101131
T20130015629,47973,9705
T20130015633,252842,7687
T20130015648,35824,102907
T20130015673,17632,3147
T20130015709,38604,8697
T20130015730,793,1000
T20130015730,793,6245
T20130015761,46481,8887
T20130015764,36374,5773
T20130015775,46152,7006
T20130015779,46085,1000
T20130015838,36215,9410
T20130015871,41796,5837
T20130015881,264671,9637
T20130015882,51143,3182
T20130015891,35465,5351
T20130015896,41712,6112
T20130015965,262298,5463
T20130015980,37273,6696
T20130016004,36160,6944
T20130016023,40574,5680
T20130016026,39539,5260
T20130016073,29796,8975
T20130016128,43549,6958
T20130016130,29754,8761
T20130016141,36681,7702
T20130016162,39785,5416
T20130016179,33759,5868
T20130016186,47276,5949
T20130016209,39545,5348
T20130016225,43567,7053
T20130016234,83,9402
T20130016239,36222,9341
T20130016255,36207,9353
T20130016256,264789,8502
T20130016261,227971,9142
T20130016262,262772,8628
T20130016263,56619,6866
T20130016264,54800,9261
T20130016279,1246,9208
T20130016315,262622,101220
T20130016354,263854,9524
T20130016362,39785,5416
T20130016370,49866,7705
T20130016375,53572,1191
T20130016470,40912,5722
T20130016543,43441,6933
T20130016563,262702,102235
T20130016605,1323,8786
T20130016611,46152,7006
T20130016620,37019,6704
T20130016632,47029,9493
T20130016652,38993,5227
T20130016671,38688,9403
T20130016691,50124,7781
T20130016700,38258,8710
T20130016721,69938,6294
T20130016724,41684,6053
T20130016756,53517,8000
T20130016760,37911,9259
T20130016775,52856,2359
T20130016779,262834,102728
T20130016867,55889,7746
T20130016874,44443,7680
T20130016894,263054,7661
T20130016997,262813,6045
T20130016998,52110,1168
T20130017023,32012,5608
T20130017172,53442,102670
T20130017189,42803,9011
T20130017259,24378,6762
T20130017269,35408,9657
T20130017305,41933,5864
T20130017313,868,6542
T20130017364,44621,8987
T20130017380,279060,6565
T20130017383,40910,5696
T20130017395,41151,9724
T20130017396,37170,9552
T20130017406,44840,8894
T20130017422,36374,5773
T20130017428,42583,6338
T20130017432,262991,5092
T20130017437,42590,6344
T20130017463,42661,6282
T20130017496,263950,7982
T20130017562,244136,6553
T20130017565,264468,7809
T20130017566,36858,9543
T20130017574,225346,8967
T20130017597,42535,6180
T20130017598,329,5293
T20130017639,41244,8949
T20130017649,263069,4302
T20130017665,36230,9419
T20130017696,41921,5844
T20130017701,40894,5585
T20130017706,35737,6772
T20130017719,222727,5865
T20130017747,44465,7789
T20130017749,43631,6666
T20130017774,899,6833
T20130017837,876,6431
T20130017854,57585,6263
T20130017876,46554,8892
T20130017881,263108,9561
T20130017886,53179,6299
T20130017909,57918,5823
T20130017919,29763,6735
T20130017924,41001,5702
T20130017931,1318,9102
T20130017939,265872,9483
T20130017940,84,5298
T20130017954,49662,7614
T20130017964,57401,9101
T20130017987,56036,6886
T20130018022,52112,1171
T20130018027,39557,5332
T20130018044,279300,5828
T20130018064,40926,5656
T20130018067,29700,6568
T20130018079,38765,9343
T20130018151,39715,5186
T20130018155,639,5621
T20130018168,64853,100824
T20130018213,36997,101916
T20130018232,57471,9516
T20130018266,57753,2299
T20130018274,35737,6772
T20130018279,242054,7224
T20130018287,29816,9249
T20130018291,10592,1000
T20130018312,56109,8790
T20130018323,29384,6273
T20130018362,49950,7718
T20130018380,64947,9333
T20130018390,263936,3101
T20130018408,15312,4338
T20130018486,70461,6461
T20130018514,36214,9401
T20130018573,53359,2307
T20130018598,35881,100628
T20130018602,38206,8809
T20130018622,263324,9070
T20130018637,57354,8707
T20130018651,49915,101870
T20130018653,35782,7715
T20130018686,39782,5347
T20130018691,52777,2292
T20130018697,263870,9617
T20130018699,899,6833
T20130018744,49211,1269
T20130018750,792,6188
T20130018885,52390,1224
T20130018926,39785,5416
T20130018945,45118,9256
T20130018987,278628,6565
T20130019070,169,9409
T20130019124,235110,6117
T20130019128,37592,9633
T20130019130,237656,9558
T20130019141,39844,5311
T20130019148,42451,6172
T20130019184,29365,9306
T20130019189,263579,9332
T20130019222,47939,102119
T20130019289,57726,6571
T20130019297,49687,7626
T20130019392,890,6631
T20130019402,254925,5745
T20130019416,58925,3084
T20130019417,43632,6686
T20130019426,57979,5834
T20130019442,47029,9493
T20130019474,53216,9528
T20130019479,50099,7770
T20130019489,1323,8786
T20130019509,49331,4280
T20130019544,57284,3105
T20130019584,10592,1000
T20130019604,223827,7851
T20130019609,30032,2342
T20130019667,45049,9156
T20130019690,29470,5500
T20130019698,38008,9277
T20130019733,1189,7713
T20130019734,906,6917
T20130019778,29491,9092
T20130019842,57354,8707
T20130019865,37164,8622
T20130019871,36892,6647
T20130019879,47029,9493
T20130019906,264361,5442
T20130019936,38482,5050
T20130019937,55542,8871
T20130019940,52838,2338
T20130019941,48512,101538
T20130019961,43975,7105
T20130019981,51107,3158
T20130020044,55876,5952
T20130020072,260,102903
T20130020093,45881,1030
T20130020112,43049,6487
T20130020144,70474,6464
T20130020152,55755,6262
T20130020154,49211,1269
T20130020186,221459,8786
T20130020204,43662,8531
T20130020210,34986,6805
T20130020216,35330,6598
T20130020246,248089,8015
T20130020286,278630,6579
T20130020305,627,5482
T20130020308,40894,5585
T20130020368,36212,6564
T20130020375,15435,7849
T20130020378,42232,6353
T20130020403,55242,9418
T20130020404,410,9108
T20130020417,12246,5557
T20130020454,49729,7642
T20130020478,228,9537
T20130020490,52194,100714
T20130020512,59025,3115
T20130020526,40500,5586
T20130020527,278628,6565
T20130020585,868,6542
T20130020586,65993,5340
T20130020593,52992,2394
T20130020710,38872,5395
T20130020719,45130,9257
T20130020724,42744,6382
T20130020729,66606,5462
T20130020741,52839,2337
T20130020741,52839,101000
T20130020770,729,5872
T20130020779,221437,8736
T20130020788,57726,6571
T20130020793,44058,7194
T20130020795,45230,9139
T20130020811,68187,5798
T20130020825,38098,9117
T20130020831,43662,8531
T20130020844,264588,4020
T20130020849,19446,4197
T20130020881,35368,100433
T20130020887,264245,101718
T20130020929,42467,6240
T20130020933,37592,9633
T20130020947,42316,6182
T20130020958,556,8941
T20130020982,478,5278
T20130020997,246978,102774
T20130020999,38056,9111
T20130021017,43863,6741
T20130021024,41182,8881
T20130021038,29396,9434
T20130021056,39338,5375
T20130021057,304377,8974
T20130021058,38294,5097
T20130021060,260,102903
T20130021063,239030,7852
T20130021098,41244,8949
T20130021114,46257,5205
T20130021135,57539,5865
T20130021164,44444,7687
T20130021176,224333,5253
T20130021205,713,6096
T20130021207,264660,6157
T20130021254,40803,5475
T20130021257,10893,7605
T20130021262,48289,9246
T20130021267,37225,6583
T20130021300,263961,100463
T20130021346,83,9402
T20130021363,52926,2385
T20130021366,955,6981
T20130021378,35546,5856
T20130021380,49689,7628
T20130021388,263908,6170
T20130021392,232731,5366
T20130021435,38315,8764
T20130021452,282480,6445
T20130021454,32860,6553
T20130021480,84,5298
T20130021493,304377,8974
T20130021528,42658,6334
T20130021539,44220,8616
T20130021549,53179,6299
T20130021566,37916,9285
